Num,Names,Native,NonNative,PR_endemic,FLEPPCall_2017,Names,Range,,Florida,US,Caribbean,Central America ,South America,Europe ,Africa,Asia ,Australasia,Oceania,sum,Range info from where?
415,Randia_aculeata,1,0,0,0,Randia aculeata,"Peninsular Florida, the West Indies, Mexico, Central America and South America.Ê",,1,0,1,1,1,0,0,0,0,0,3,IRC
172,Rayjacksonia_phyllocephala,1,0,0,0,Rayjacksonia phyllocephala,"Colo., Fla., La., Tex.; Mexico (Tamaulipas).",,1,1,0,1,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
238,Reynosia_septentrionalis,1,0,0,0,Reynosia septentrionalis,Fla.; West Indies.,,1,0,1,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
362,Rhus_copallinum,1,0,0,0,Rhus copallinum,Eastern and central North America and Cuba.Ê,,1,1,1,0,0,0,0,0,0,0,2,IRC
420,Rhynchosia_cinerea,1,0,0,0,Rhynchosia cinerea,Peninsular Florida.Ê,,1,0,0,0,0,0,0,0,0,0,0,IRC
456,Rhynchosia_michauxii,1,0,0,0,Rhynchosia michauxii,Southeastern United States,,1,1,0,0,0,0,0,0,0,0,1,IRC
491,Rhynchosia_minima,1,0,0,0,Rhynchosia minima,"Southeastern United States, the West Indies, Mexico, Central America and South America.Ê",,1,1,1,1,1,0,0,0,0,0,4,IRC
427,Rhynchosia_parvifolia,1,0,0,0,Rhynchosia parvifolia,"South Florida and the Greater Antilles (Cuba, Hispaniola).",,1,0,1,0,0,0,0,0,0,0,1,IRC
457,Rhynchosia_reniformis,1,0,0,0,Rhynchosia reniformis,Southeastern United States,,1,1,0,0,0,0,0,0,0,0,1,IRC
442,Rhynchospera_floridensis,1,0,0,0,Rhynchospera floridensis,"South Florida, the West Indies (Bahamas), southern Mexico and Central America (Belize)",,1,0,1,1,0,0,0,0,0,0,2,IRC
359,Rhynchospora_colorata,1,0,0,0,Rhynchospora colorata,"Bermuda, Southeastern United States, the West Indies, Mexico, Central America and South America",,1,1,1,1,1,0,0,0,0,0,4,IRC
481,Rhynchospora_divergens,1,0,0,0,Rhynchospora divergens,"Southeastern United States, the West Indies (Bahamas, Cuba), Mexico and Central America.Ê",,1,1,1,1,0,0,0,0,0,0,3,IRC
472,Rhynchospora_globularis,1,0,0,0,Rhynchospora globularis,Southeastern United States and the Greater Antilles (not Puerto Rico).,,1,1,1,0,0,0,0,0,0,0,2,IRC
468,Rhynchospora_grayi,1,0,0,0,Rhynchospora grayi,Southeastern United States and Cuba.Ê,,1,1,1,0,0,0,0,0,0,0,2,IRC
482,Rhynchospora_microcarpa,1,0,0,0,Rhynchospora microcarpa,"Southeastern United States, the West Indies (Bahamas, Greater Antilles), southern Mexico and Central America.",,1,1,1,1,0,0,0,0,0,0,3,IRC
478,Rhynchospora_plumosa,1,0,0,0,Rhynchospora plumosa,"Southeastern United States, Greater Antilles (Puerto Rico, Cuba) and Central America",,1,1,1,1,0,0,0,0,0,0,3,IRC
26,Richardia_grandiflora,0,1,0,1,Richardia grandiflora,South America (Bolivia),,1,0,0,0,1,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
322,Richardia_scabra,0,1,0,0,Richardia scabra,Native to Central and South America.,,1,0,0,1,1,0,0,0,0,0,2,http://www.zimbabweflora.co.zw/speciesdata/species.php?species_id=156700
8,Ricinus_communis,0,1,0,1,Ricinus communis,"Ala., Ariz., Ark., Calif., Fla., Ga., La., Miss., Mo., Tex.; Africa; introduced also in Mexico, West Indies, Bermuda, Central America, South America, Eurasia, Atlantic Islands, Indian Ocean Islands, Pacific Islands, Australia.",,1,0,0,0,0,1,1,1,0,0,3,"efloras.org (Flora of China, Flora of North America)"
167,Rottboellia_cochinchinensis,0,1,0,0,Rottboellia cochinchinensis,"China, [throughout the Old World tropics; introduced to the Caribbean]",,1,0,0,0,0,0,0,1,0,0,1,"efloras.org (Flora of China, Flora of North America)"
387,Ruellia_succulenta,1,0,0,0,Ruellia succulenta,Endemic to South Florida,,1,0,0,0,0,0,0,0,0,0,0,IRC
313,Russelia_equisetiformes,0,1,0,0,Russelia equisetiformes,"Mexico, Guatemala",,1,0,0,1,0,0,0,0,0,0,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=a544
245,Sabal_etonia,1,0,0,0,Sabal etonia,Florida only,,1,0,0,0,0,0,0,0,0,0,0,"efloras.org (Flora of China, Flora of North America)"
186,Sabal_palmetto,1,0,0,0,Sabal palmetto,"Fla., Ga., N.C., S.C.; West Indies (Bahamas, Cuba).",,1,1,1,0,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
377,Sabatia_stellaris,1,0,0,0,Sabatia stellaris,"Eastern and southeastern United States, the West Indies (Cuba, Bahamas) and Mexico.Ê",,1,1,1,0,0,0,0,0,0,0,2,IRC
227,Sachsia_polycephala,1,0,0,0,Sachsia polycephala,"Fla.; West Indies (Bahamas, Cuba, Hispaniola, Jamaica).",,1,0,1,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
105,Salix_caroliniana,1,0,0,0,Salix caroliniana,"Ala., Ark., D.C., Fla., Ga., Ill., Ind., Kans., Ky., La., Md., Miss., Mo., N.C., Ohio, Okla., Pa., S.C., Tenn., Tex., Va., W.Va.; Mexico (Nuevo Le—n); West Indies (Cuba); Central America (Guatemala).",,1,1,1,1,0,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
73,Samolus_ebracteatus,1,0,0,0,Samolus ebracteatus,"ÊFla., Kans., La., Nev., N.Mex., Okla., Tex.; Mexico; West Indies; Central America.",,1,1,1,1,0,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
41,Schefflera_actinophylla,0,1,0,1,Schefflera actinophylla,"Australia, Papua New Guinea, and Java/Indonesia",,1,0,0,0,0,0,0,0,1,0,1,https://npgsweb.ars-grin.gov/gringlobal/taxonomydetail.aspx?id=70641
10,Schinus_terebinthifolius,0,1,0,1,Schinus terebinthifolius,"Brazil, Argentina, Paraguay",,1,0,0,0,1,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
438,Schizachyrium_gracile,1,0,0,0,Schizachyrium gracile,South Florida and the West Indies.,,1,0,1,0,0,0,0,0,0,0,1,IRC
391,Schizachyrium_rhizomatum,1,0,0,0,Schizachyrium rhizomatum,Endemic to South Florida.Ê,,1,0,0,0,0,0,0,0,0,0,0,IRC
511,Schizachyrium_sanguineum,1,0,0,0,Schizachyrium sanguineum,"Southern United States, the West Indies, Mexico, Central America and South America.Ê",,1,1,1,1,1,0,0,0,0,0,4,IRC
159,Schoenus_nigricans,1,0,0,0,Schoenus nigricans,"Calif., Fla., Nev., Tex.; Mexico; Eurasia; Africa; Australia.",,1,1,0,1,0,1,1,0,1,0,5,"efloras.org (Flora of China, Flora of North America)"
409,Schoepfia_chrysophylloides,1,0,0,0,Schoepfia chrysophylloides,Peninsular Florida and the Greater Antilles.Ê,,1,0,1,0,0,0,0,0,0,0,1,IRC
270,Scleria_ciliata,1,0,0,0,Scleria ciliata,"North America, Mexico, West Indies (Cuba), Central America.",,1,1,1,1,0,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
273,Scleria_verticillata,1,0,0,0,Scleria verticillata,"Ont.; Ala., Ark., Conn., Del., Fla., Ga., Ill., Ind., Iowa, La., Md., Mich., Minn., Miss., Mo., N.J., N.Y., N.C., Ohio, Okla., Pa., S.C., Tenn., Tex., Va., Wis.; West Indies (Bahamas, Cuba).",,1,1,1,0,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
430,Scutellaria_havanensis,1,0,0,0,Scutellaria havanensis,South Florida and the West Indies,,1,0,1,0,0,0,0,0,0,0,1,IRC
434,Selaginella_armata_v._eatonii,1,0,0,0,Selaginella armata v. eatonii,"South Florida and the West Indies (Cuba, Bahamas)",,1,0,1,0,0,0,0,0,0,0,1,IRC
410,Senna_ligustrina,1,0,0,0,Senna ligustrina,"Peninsular Florida, the West Indies and Central America (Panama).Ê",,1,0,1,1,0,0,0,0,0,0,2,IRC
435,Senna_mexicana_v._chapmanii,1,0,0,0,Senna mexicana v. chapmanii,"South Florida and the West Indies (Cuba, Bahamas).Ê",,1,0,1,0,0,0,0,0,0,0,1,IRC
134,Serenoa_repens,1,0,0,0,Serenoa repens,"Ala., Fla., Ga., La., Miss., S.C.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
125,Sericocarpus_tortifolius,1,0,0,0,Sericocarpus tortifolius,"Ala., Fla., Ga., La., Miss., N.C., S.C.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
311,Setaria_barbata,0,1,0,0,Setaria barbata,Tropical Africa and AmericaÊ,,1,0,0,0,0,0,1,1,0,0,2,http://www.hear.org/pier/species/setaria_barbata.htm
56,Setaria_parviflora,1,0,0,0,Setaria parviflora,Native to the Americas,,1,1,1,1,1,0,0,1,0,0,5,CABI
494,Seymeria_pectinata,1,0,0,0,Seymeria pectinata,Southeastern United States.,,1,1,0,0,0,0,0,0,0,0,1,IRC
55,Sida_acuta,1,0,0,0,Sida acuta,"North, Central, South America,",,1,1,0,1,1,0,0,1,0,0,4,CABI
85,Sida_elliottii,1,0,0,0,Sida elliottii,"Êsc, se United States, s, e Mexico, Central America (Guatemala).",,1,1,0,1,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
79,Sida_rhombifolia,1,0,0,0,Sida rhombifolia,"Êintroduced; Ala., Ark., Fla., Ga., Kans., La., Miss., N.C., Okla., S.C., Tex., Va.; s Asia (China); introduced also in Mexico, West Indies, Central America, South America, tropical Africa, Pacific Islands (Philippines, Polynesia), Australia.",,1,1,1,1,1,0,1,1,1,1,8,"efloras.org (Flora of China, Flora of North America)"
388,Sideroxylon_reclinatum,1,0,0,0,Sideroxylon reclinatum,Endemic to South Florida,,1,0,0,0,0,0,0,0,0,0,0,IRC
204,Sideroxylon_salicifolium,1,0,0,0,Sideroxylon salicifolium,"Fla.; Mexico; West Indies; Central America (Belize, Guatemala).",,1,0,1,1,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
260,Sisyrinchium_angustifolium,1,0,0,0,Sisyrinchium angustifolium,"N.S., Ont., Que.; Ala., Ark., Conn., Del., D.C., Fla., Ga., Ill., Ind., Iowa, Kans., Ky., La., Maine, Md., Mass., Mich., Minn., Miss., Mo., Nebr., N.H., N.J., N.Y., N.C., Ohio, Okla., Pa., R.I., S.C., Tenn., Tex., Vt., Va., W.Va., Wis.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
143,Sisyrinchium_nashii,1,0,0,0,Sisyrinchium nashii,"Ala., Fla., Ga., Miss., N.C., S.C., Tenn., Va.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
132,Smilax_auriculata,1,0,0,0,Smilax auriculata,"Ala., Fla., Ga., La., Miss., N.C., S.C.; West Indies (Bahamas).",,1,1,1,0,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
108,Smilax_bona-nox,1,0,0,0,Smilax bona-nox,"Ala., Ark., Del., D.C., Fla., Ga., Ill., Ind., Kans., Ky., La., Md., Miss., Mo., N.C., Ohio, Okla., S.C., Tenn., Tex., Va.; Mexico; West Indies.",,1,1,1,1,0,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
223,Smilax_havanensis,1,0,0,0,Smilax havanensis,Fla.; West Indies,,1,0,1,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
110,Smilax_laurifolia,1,0,0,0,Smilax laurifolia,"Ala., Ark., Del., Fla., Ga., La., Md., Miss., N.C., Okla., S.C., Tenn., Tex., Va.; West Indies (Bahamas, Cuba).",,1,1,1,0,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
98,Solanum_americanum,1,0,0,0,Solanum americanum,[widespread in all tropical and temperate regions],,1,0,0,0,0,0,0,0,0,0,0,"efloras.org (Flora of China, Flora of North America)"
458,Solanum_chenopodioides,1,0,0,0,Solanum chenopodioides,Southeastern United States,,1,1,0,0,0,0,0,0,0,0,1,IRC
441,Solanum_donianum,1,0,0,0,Solanum donianum,"South Florida, the West Indies (Bahamas), Mexico and Central America",,1,0,1,1,0,0,0,0,0,0,2,IRC
150,Solidago_gigantea,1,0,0,0,Solidago gigantea,"Alta. , Man., N.B., N.S., Ont., P.E.I., Que., Sask.; Ala., Ark., Colo., Conn., Del., Fla., Ga., Ill., Ind., Iowa, Kans., Ky., La., Maine, Md., Mass., Mich., Minn., Miss., Mo., Mont., Nebr., N.H., N.J., N.Y., N.C., N.Dak., Ohio, Okla., Pa., R.I., S.C., S.Dak., Tenn., Tex., Vt., Va., W.Va., Wis., Wyo.; introduced in Mexico.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
145,Solidago_leavenworthii,1,0,0,0,Solidago leavenworthii,"Ala., Fla., Ga., N.C., S.C.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
176,Solidago_odora_v._chapmanii,1,0,0,0,Solidago odora v. chapmanii,"e United States, Mexico.",,1,1,0,1,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
269,Solidago_stricta,1,0,0,0,Solidago stricta,"North America, Mexico, Central America.",,1,0,0,1,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
114,Solidago_tortifolia,1,0,0,0,Solidago tortifolia,"Ala., Ark., Fla., Ga., La., Miss., N.C., S.C., Tex., Va.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
470,Sorghastrum_secundum,1,0,0,0,Sorghastrum secundum,Southeastern United States and the Bahamas.Ê,,1,1,1,0,0,0,0,0,0,0,2,IRC
486,Spermacoce_assurgens,1,0,0,0,Spermacoce assurgens,"Southeastern United States, the West Indies, Central America and South America; an introduced weed in Hawaii and elsewhere.Ê",,1,1,1,1,1,0,0,0,0,0,4,IRC
87,Spermacoce_prostrata,1,0,0,0,Spermacoce prostrata,"Southeastern United States (Florida, Alabama, Mississippi), the West Indies, Mexico, Central America and South America",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
88,Spermacoce_remota,1,0,0,0,Spermacoce remota,"Southeastern United States, the West Indies, Central America and South America; an introduced weed in Hawaii and elsewhere.",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
389,Spermacoce_terminalis,1,0,0,0,Spermacoce terminalis,Endemic to South Florida,,1,0,0,0,0,0,0,0,0,0,0,IRC
29,Spermacoce_verticillata,0,1,0,1,Spermacoce verticillata,"appears to be a native of the New World and possibly Africa, but the original range is uncertain. It grows as a native or naturalized species from Florida through the West Indies, and Texas through Central and South America to Argentina, and throughout the moist portions of Tropical Africa and Madagascar",,1,0,1,1,1,0,0,0,0,0,3,http://issg.org/database/species/ecology.asp?si=1417&fr=1&sts=&lang=EN
36,Sphagneticola_trilobata,0,1,0,1,Sphagneticola trilobata,"Central and South America, Caribbean",,1,0,1,1,1,0,0,0,0,0,3,http://plants.ifas.ufl.edu/plant-directory/sphagneticola-trilobata/
75,Spiranthes_torta,1,0,0,0,Spiranthes torta,ÊFla.; West Indies (Bahamas); Bermuda; Central America.,,1,0,1,1,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
375,Sporobolus_clandestinus,1,0,0,0,Sporobolus clandestinus,Eastern and central United States.Ê,,1,1,0,0,0,0,0,0,0,0,1,IRC
37,Sporobolus_indicus,0,1,0,1,Sporobolus indicus,"Distribution outside California:Êto se US, Caribbean, Mexico; native to tropical America",,1,0,1,1,1,0,0,0,0,0,3,http://ucjeps.berkeley.edu/cgi-bin/get
459,Sporobolus_junceus,1,0,0,0,Sporobolus junceus,Southeastern United States,,1,1,0,0,0,0,0,0,0,0,1,IRC
507,Sporobolus_pyramidatus,0,1,0,0,Sporobolus pyramidatus,"Southern and central United States, the West Indies, Mexico, Central America and South America; in South Florida, known only from Miami-Dade County and the Monroe County Keys.Ê",,1,1,1,1,1,0,0,0,0,0,4,IRC
97,Stachytarpheta_jamaicensis,1,0,0,0,Stachytarpheta jamaicensis,"South Florida, the West Indies, Mexico and Central America;",,1,0,1,1,1,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
467,Stenandrium_dulce,1,0,0,0,Stenandrium dulce,"Southeastern United States (peninsular Florida, Texas), Mexico, northern Central America (Guatemala) and South America.Ê",,1,1,0,1,1,0,0,0,0,0,3,IRC
539,Stenaria_nigricans,1,0,1,0,Stenaria nigricans,PR_endemic,,1,0,0,0,0,0,0,0,0,0,0,IRC
103,Stillingia_sylvatica,1,0,0,0,Stillingia sylvatica,"Ala., Ark., Colo., Fla., Ga., Kans., La., Miss., N.Mex., N.C., Okla., S.C., Tenn., Tex., Va.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
449,Stylisma_villosa,1,0,0,0,Stylisma villosa,Southeastern United State,,1,1,0,0,0,0,0,0,0,0,1,IRC
265,Stylosanthes_hamata,1,0,0,0,Stylosanthes hamata,"native to Caribbean, Central America, SE North America, and South America]",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
95,Swietenia_mahagoni,1,0,0,0,Swietenia mahagoni,South Florida and the West IndiesÊ,,1,0,1,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
66,Symphyotrichum_adnatum,1,0,0,0,Symphyotrichum adnatum,"ÊAla., Fla., Ga., La., Miss.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
174,Symphyotrichum_concolor,1,0,0,0,Symphyotrichum concolor,e United States,,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
259,Symphyotrichum_dumosum,1,0,0,0,Symphyotrichum dumosum,"N.B., Ont.; Ala., Ark., Conn., Del., D.C., Fla., Ga., Ill., Ind., Iowa, Ky., La., Maine, Md., Mass., Mich., Miss., Mo., N.H., N.J., N.Y., N.C., Ohio, Okla., Pa., R.I., S.C., Tenn., Tex., Va., W.Va., Wis.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
136,Symphyotrichum_elliottii,1,0,0,0,Symphyotrichum elliottii,"Ala., Fla., Ga., La., N.C., S.C., Va.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
195,Symphyotrichum_simmondsii,1,0,0,0,Symphyotrichum simmondsii,"Fla., N.C., S.C.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
38,Syngonium_podophyllum,0,1,0,1,Syngonium podophyllum,"Native to Mexico, Central America (i.e.ÊBelize,ÊCosta Rica,ÊEl Salvador, Guatemala,ÊHonduras,ÊNicaragua and Panama), parts of the Caribbean (i.e.ÊTrinidad and Tobago) and tropical South America (i.e.ÊFrench Guiana,ÊGuyana, Surinam,ÊVenezuela, Brazil, Bolivia, Colombia,ÊEcuador andÊPeru).",,1,0,0,1,1,0,0,0,0,0,2,https://keyserver.lucidcentral.org/weeds/data/media/Html/syngonium
290,Syntherisma_gracillimum,1,0,0,0,Syntherisma gracillimum,"Lower 48, central america",,1,1,0,1,0,0,0,0,0,0,2,EOL
422,Tabebuia_aurea,0,1,0,0,Tabebuia aurea,South America.Ê,,1,0,0,0,1,0,0,0,0,0,1,IRC
513,Tabebuia_heterophylla,0,1,0,0,Tabebuia heterophylla,The West Indies (not the Bahamas);Ê,,1,0,1,0,0,0,0,0,0,0,1,IRC
63,Tecoma_stans,0,1,0,0,Tecoma stans,ÊA native of tropical S.America.Ê,,1,0,0,0,1,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
390,Tephrosia_angustissima_v._corallicola,1,0,0,0,Tephrosia angustissima v. corallicola,Endemic to South Florida,,1,0,0,0,0,0,0,0,0,0,0,IRC
460,Tephrosia_chrysophylla,1,0,0,0,Tephrosia chrysophylla,Southeastern United States,,1,1,0,0,0,0,0,0,0,0,1,IRC
504,Tephrosia_florida,1,0,0,0,Tephrosia florida,Southeastern United States.Ê,,1,1,0,0,0,0,0,0,0,0,1,IRC
12,Terminalia_catappa,0,1,0,1,Terminalia catappa,"China, [Bangladesh, Cambodia, India (including Andaman and Nicobar Islands), Indonesia, Malaysia, Myanmar, New Guinea, Philippines, Thailand, Vietnam; N Australia, Indian Ocean islands, Madagascar, Pacific islands; planted throughout the tropics as a shade tree].",,1,0,0,0,0,0,0,1,1,1,3,"efloras.org (Flora of China, Flora of North America)"
350,Tetrazygia_bicolor,1,0,0,0,Tetrazygia bicolor,"ÊSouth Florida and the West Indies (Cuba, Bahamas, Hispaniola).",,1,1,1,0,0,0,0,0,0,0,2,IRC
363,Teucrium_canadense,1,0,0,0,Teucrium canadense,"Eastern and central North America west to Arizona and south to Miami-Dade County and the Monroe County mainland; the West Indies (Cuba), Mexico and Central America (Honduras).Ê",,1,1,1,1,0,0,0,0,0,0,3,IRC
489,Thelypteris_kunthii,1,0,0,0,Thelypteris kunthii,"Southeastern United States, the West Indies, Mexico, Central America and northern South America.Ê",,1,1,1,1,1,0,0,0,0,0,4,IRC
222,Thrinax_radiata,1,0,0,0,Thrinax radiata,Fla.; se Mexico; West Indies.,,1,0,0,1,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
211,Tillandsia_balbisiana,1,0,0,0,Tillandsia balbisiana,Fla.; Mexico; West Indies; Central America; South America.,,1,0,1,1,1,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
218,Tillandsia_faciculata_v_denispicata,1,0,0,0,Tillandsia faciculata v denispicata,Fla.; Mexico; West Indies; Central America.,,1,0,1,1,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
229,Tillandsia_flexuosa,1,0,0,0,Tillandsia flexuosa,Fla.; West Indies; Central America; South America.,,1,0,1,1,1,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
212,Tillandsia_paucifolia,1,0,0,0,Tillandsia paucifolia,Fla.; Mexico; West Indies; Central America; South America.,,1,0,1,1,1,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
154,Tillandsia_recurvata,1,0,0,0,Tillandsia recurvata,"Ariz., Fla., Ga., La., Tex.; Mexico; West Indies; Central America; South America.",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
192,Tillandsia_setacea,1,0,0,0,Tillandsia setacea,"Fla., Ga.; Mexico; West Indies; Central America.",,1,1,1,1,0,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
116,Tillandsia_usneoides,1,0,0,0,Tillandsia usneoides,"Ala., Ark., Fla., Ga., La., Miss., N.C., S.C., Tex., Va.; Mexico; West Indies; Central America; South America.",,1,1,1,1,1,0,0,0,0,0,4,"efloras.org (Flora of China, Flora of North America)"
213,Tillandsia_utriculata,1,0,0,0,Tillandsia utriculata,Fla.; Mexico; West Indies; Central America; South America.,,1,0,1,1,1,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
214,Tillandsia_variabilis,1,0,0,0,Tillandsia variabilis,Fla.; Mexico; West Indies; Central America; South America.,,1,0,1,1,1,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
365,Toxicodendron_radicans,1,0,0,0,Toxicodendron radicans,"Eastern and central North America, the West Indies (Bahamas) and Mexico.Ê",,1,1,1,0,0,0,0,0,0,0,2,IRC
20,Tradescantia_spathacea,0,1,0,1,Tradescantia spathacea,Fla.; Mexico; West Indies; Central America.,,1,0,1,1,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
540,Tragia_saxifolia,1,0,1,0,Tragia saxifolia,PR_endemic,,1,0,0,0,0,0,0,0,0,0,0,IRC
129,Tragia_urens,1,0,0,0,Tragia urens,"Ala., Fla., Ga., La., Miss., N.C., S.C., Tex., Va.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
351,Trema_lamarckianum,1,0,0,0,Trema lamarckianum,ÊSouth Florida and the West Indies.Ê,,1,1,1,0,0,0,0,0,0,0,2,IRC
215,Trema_micrantha,1,0,0,0,Trema micrantha,Fla.; Mexico; West Indies; Central America; South America.,,1,0,1,1,1,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
345,Trichostema_dichotomum,1,0,0,0,Trichostema dichotomum,ÊEastern and central North America and the Bahamas.Ê,,1,1,1,0,0,0,0,0,0,0,2,IRC
197,Tridax_procumbens,0,1,0,0,Tridax procumbens,"Fla., Tex.; Mexico.",,1,1,0,1,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
426,Tripsacum_floridanum,1,0,0,0,Tripsacum floridanum,"South Florida and the Greater Antilles (Cuba, Hispaniola)",,1,0,1,0,0,0,0,0,0,0,1,IRC
344,Triumfetta_semitrilobata,0,1,0,0,Triumfetta semitrilobata,"ÊBermuda, the West Indies, Mexico, Central America and South AmericaÊ",,1,0,1,1,1,0,0,0,0,0,3,IRC
80,Turnera_ulmifolia,0,1,0,0,Turnera ulmifolia,"Êintroduced; s Mexico, West Indies, Central America; introduced also in tropical Asia, Africa, Madagascar, Indian Ocean Islands, Pacific Islands, Australia.",,1,1,1,1,0,0,0,0,0,0,3,"efloras.org (Flora of China, Flora of North America)"
11,Urena_lobata,0,1,0,1,Urena lobata,"China, [Bangladesh, Bhutan, Cambodia, India, Indonesia, Japan, Laos, Myanmar, Nepal, Thailand, Vietnam; pantropical].",,1,0,0,0,0,0,0,1,0,0,1,"efloras.org (Flora of China, Flora of North America)"
147,Vaccinium_myrsinites,1,0,0,0,Vaccinium myrsinites,"Ala., Fla., Ga., S.C.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
386,Vachellia_farnesiana_v._pinetorum_A05,1,0,0,0,Vachellia farnesiana v. pinetorum A05,Endemic to peninsular Florida.,,1,0,0,0,0,0,0,0,0,0,0,IRC
106,Verbesina_virginica,1,0,0,0,Verbesina virginica,"Ala., Ark., D.C., Fla., Ga., Ill., Kans., Ky., La., Md., Miss., Mo., N.C., Ohio, Okla., S.C., Tenn., Tex., Va., W.Va.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
408,Vernonia_blodgetti,1,0,0,0,Vernonia blodgetti,Peninsular Florida and the Bahamas.Ê,,1,0,1,0,0,0,0,0,0,0,1,IRC
170,Vigna_luteola,1,0,0,0,Vigna luteola,"China, [widely dis_tributed in tropical regions].",,1,0,0,0,0,0,0,1,0,0,1,"efloras.org (Flora of China, Flora of North America)"
83,Vitis_aestivalis,1,0,0,0,Vitis aestivalis,"ÊOnt.; Ala., Ark., Conn., Del., D.C., Fla., Ga., Ill., Ind., Iowa, Kans., Ky., La., Maine, Md., Mass., Mich., Minn., Miss., Mo., Nebr., N.H., N.J., N.Y., N.C., Ohio, Okla., Pa., R.I., S.C., Tenn., Tex., Vt., Va., W.Va., Wis.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
70,Vitis_cinerea,1,0,0,0,Vitis cinerea,"Êc, e United States, ne Mexico.",,1,1,0,1,0,0,0,0,0,0,2,"efloras.org (Flora of China, Flora of North America)"
157,Vitis_rotundifolia,1,0,0,0,Vitis rotundifolia,"c, e United States.",,1,1,0,0,0,0,0,0,0,0,1,"efloras.org (Flora of China, Flora of North America)"
